league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_scraped_at
ESP-La Liga,2425,Athletic Club,Mikel Jauregizar,ESP,MF,20,2003,24.9,2,21,8,38.1,0.84,0.32,0.1,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Mikel Vesga,ESP,MF,31,1993,11.0,0,6,3,50.0,0.55,0.27,0.0,0.0,0,1,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Nico Williams,ESP,MF,22,2002,22.2,5,54,19,35.2,2.43,0.86,0.09,0.26,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Nicolás Serrano,ESP,MF,21,2003,1.2,0,5,1,20.0,4.02,0.8,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Oihan Sancet,ESP,MF,24,2000,18.0,15,50,20,40.0,2.78,1.11,0.24,0.6,3,3,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Peio Canales,ESP,MF,19,2005,2.9,0,3,0,0.0,1.04,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Unai Gómez,ESP,"MF,FW",21,2003,14.3,1,19,4,21.1,1.33,0.28,0.05,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Unai Núñez,ESP,DF,27,1997,7.2,0,1,0,0.0,0.14,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Unai Simón,ESP,GK,27,1997,21.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Yeray Álvarez,ESP,DF,29,1995,19.8,1,9,2,22.2,0.45,0.1,0.11,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Yuri Berchiche,ESP,DF,34,1990,22.7,0,16,4,25.0,0.7,0.18,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Álex Berenguer,ESP,"MF,FW",29,1995,26.0,6,52,19,36.5,2.0,0.73,0.12,0.32,0,1,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Álvaro djaló,GNB,"MF,FW",24,1999,7.3,1,15,3,20.0,2.05,0.41,0.07,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Athletic Club,Óscar de Marcos,ESP,DF,35,1989,17.4,0,8,2,25.0,0.46,0.12,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Adrian Niño,ESP,FW,20,2004,0.1,0,2,0,0.0,15.0,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Alexander Sørloth,NOR,FW,28,1995,17.4,20,79,42,53.2,4.54,2.41,0.24,0.45,1,1,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",33,1991,27.4,8,50,18,36.0,1.82,0.66,0.14,0.39,1,2,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Axel Witsel,BEL,DF,35,1989,9.5,0,1,0,0.0,0.11,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Clément Lenglet,FRA,DF,29,1995,21.9,2,10,4,40.0,0.46,0.18,0.2,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Conor Gallagher,ENG,MF,24,2000,18.1,3,22,4,18.2,1.21,0.22,0.14,0.75,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,César Azpilicueta,ESP,DF,34,1989,9.7,1,5,2,40.0,0.51,0.21,0.2,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Giuliano Simeone,ARG,MF,21,2002,21.4,2,22,7,31.8,1.03,0.33,0.09,0.29,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Jan Oblak,SVN,GK,31,1993,36.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Javi Galán,ESP,DF,29,1994,19.8,0,9,0,0.0,0.45,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,José María Giménez,URU,DF,29,1995,22.2,0,5,1,20.0,0.23,0.05,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Juan Musso,ARG,GK,30,1994,2.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Julián Álvarez,ARG,FW,24,2000,27.9,17,73,40,54.8,2.62,1.43,0.18,0.33,4,4,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Koke,ESP,MF,32,1992,21.4,1,11,4,36.4,0.51,0.19,0.09,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",29,1995,27.9,2,16,5,31.3,0.57,0.18,0.13,0.4,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Nahuel Molina,ARG,DF,26,1998,17.7,0,9,1,11.1,0.51,0.06,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Pablo Barrios,ESP,MF,21,2003,25.9,1,29,8,27.6,1.12,0.31,0.03,0.13,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Reinildo Mandava,MOZ,"DF,MF",30,1994,10.5,0,1,1,100.0,0.1,0.1,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Robin Le Normand,ESP,DF,27,1996,23.9,1,11,3,27.3,0.46,0.13,0.09,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Rodrigo De Paul,ARG,MF,30,1994,23.4,3,19,4,21.1,0.81,0.17,0.16,0.75,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Rodrigo Riquelme,ESP,"MF,DF",24,2000,5.7,0,14,4,28.6,2.44,0.7,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Samuel Lino,BRA,MF,24,1999,17.2,3,45,18,40.0,2.61,1.04,0.07,0.17,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Thomas Lemar,FRA,MF,28,1995,0.9,0,2,1,50.0,2.12,1.06,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Atlético Madrid,Ángel Correa,ARG,FW,29,1995,8.9,4,34,14,41.2,3.8,1.57,0.12,0.29,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Alejandro Balde,ESP,DF,20,2003,25.4,0,12,3,25.0,0.47,0.12,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Andreas Christensen,DEN,DF,28,1996,2.8,0,1,0,0.0,0.35,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Ansu Fati,ESP,MF,21,2002,2.6,0,12,5,41.7,4.64,1.93,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Dani Olmo,ESP,MF,26,1998,13.5,10,42,17,40.5,3.12,1.26,0.19,0.47,2,2,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Daniel Rodriguez,ESP,MF,18,2005,0.4,0,2,0,0.0,4.86,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Eric García,ESP,"DF,MF",23,2001,17.4,2,14,8,57.1,0.8,0.46,0.14,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Fermin López,ESP,MF,21,2003,13.9,6,41,16,39.0,2.95,1.15,0.15,0.38,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Ferran Torres,ESP,"FW,MF",24,2000,12.3,10,48,22,45.8,3.91,1.79,0.21,0.45,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Frenkie de Jong,NED,MF,27,1997,12.7,2,5,3,60.0,0.39,0.24,0.4,0.67,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Gavi,ESP,MF,19,2004,12.1,1,11,1,9.1,0.91,0.08,0.09,1.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Gerard Martín,ESP,DF,22,2002,11.5,1,7,2,28.6,0.61,0.17,0.14,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Héctor Fort,ESP,DF,17,2006,6.5,0,6,1,16.7,0.92,0.15,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Iñaki Peña,ESP,GK,25,1999,15.5,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Iñigo Martínez,ESP,DF,33,1991,27.7,0,13,2,15.4,0.47,0.07,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Jules Koundé,FRA,DF,25,1998,28.9,2,18,6,33.3,0.62,0.21,0.11,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Lamine Yamal,ESP,"MF,FW",17,2007,31.7,9,144,47,32.6,4.54,1.48,0.06,0.19,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Marc Bernal,ESP,MF,17,2007,2.7,0,2,1,50.0,0.74,0.37,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Marc Casado,ESP,MF,20,2003,17.9,1,14,1,7.1,0.78,0.06,0.07,1.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Marc-André ter Stegen,GER,GK,32,1992,7.5,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Pablo Torre,ESP,MF,21,2003,3.4,3,6,4,66.7,1.74,1.16,0.5,0.75,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Pau Cubarsí,ESP,DF,17,2007,29.1,0,8,0,0.0,0.28,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Pau Victor,ESP,FW,22,2001,3.5,2,14,8,57.1,3.95,2.26,0.14,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Pedri,ESP,MF,21,2002,32.0,4,24,11,45.8,0.75,0.34,0.17,0.36,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Raphinha,BRA,"MF,FW",27,1996,31.5,18,114,43,37.7,3.61,1.36,0.14,0.37,2,2,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Robert Lewandowski,POL,FW,35,1988,29.6,27,115,48,41.7,3.88,1.62,0.21,0.5,3,4,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Ronald Araújo,URU,DF,25,1999,8.4,1,4,2,50.0,0.48,0.24,0.25,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Sergi Dominguez,ESP,DF,19,2005,1.9,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Barcelona,Wojciech Szczęsny,POL,GK,34,1990,15.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Alfon,ESP,"FW,MF",25,1999,15.2,5,45,21,46.7,2.95,1.38,0.11,0.24,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Anastasios Douvikas,GRE,FW,24,1999,7.8,3,17,9,52.9,2.19,1.16,0.18,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Borja Iglesias,ESP,FW,31,1993,21.7,11,46,28,60.9,2.12,1.29,0.24,0.39,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Carl Starfelt,SWE,DF,29,1995,25.2,1,5,1,20.0,0.2,0.04,0.2,1.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Carlos Dominguez,ESP,DF,23,2001,13.1,0,3,1,33.3,0.23,0.08,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Damián Rodríguez,ESP,MF,21,2003,10.3,0,4,0,0.0,0.39,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Fer López,ESP,"FW,MF",20,2004,7.5,2,20,6,30.0,2.68,0.8,0.1,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Fran Beltrán,ESP,MF,25,1999,26.9,2,23,4,17.4,0.86,0.15,0.09,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Franco Cervi,ARG,"MF,FW",30,1994,3.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Hugo Sotelo,ESP,MF,20,2003,13.9,0,4,0,0.0,0.29,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Hugo Álvarez,ESP,MF,21,2003,17.5,4,25,9,36.0,1.43,0.52,0.16,0.44,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Iago Aspas,ESP,"FW,MF",36,1987,19.4,10,52,24,46.2,2.68,1.24,0.1,0.21,5,6,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Iker Losada,ESP,"MF,FW",22,2001,4.0,1,3,2,66.7,0.75,0.5,0.33,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Ilaix Moriba,GUI,MF,21,2003,23.7,1,34,12,35.3,1.44,0.51,0.03,0.08,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Iván Villar,ESP,GK,27,1997,4.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Jailson Siqueira,BRA,DF,28,1995,6.8,0,4,2,50.0,0.59,0.29,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Javi Rodríguez,ESP,DF,21,2003,27.9,3,12,5,41.7,0.43,0.18,0.25,0.6,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Javier Manquillo,ESP,DF,30,1994,5.7,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",28,1996,9.0,0,13,6,46.2,1.44,0.67,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Joseph Aidoo,GHA,DF,28,1995,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Luca de la Torre,USA,MF,26,1998,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Marcos Alonso,ESP,DF,33,1990,29.4,3,34,13,38.2,1.16,0.44,0.0,0.0,3,3,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
