league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_scraped_at
ITA-Serie A,2526,Atalanta,Giorgio Scalvini,ITA,DF,21,2003,24,1808,75,52.9,20.1,23,78,12,1,24,5,1.75,29,15,14,0.7,0.64,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Giovanni Bonfanti,ITA,DF,22,2003,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Henry Camara,GUI,FW,19,2006,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Honest Ahanor,ITA,DF,17,2008,22,1377,63,40.3,15.3,15,74,10,7,38,14,1.64,17,15,2,0.13,-0.44,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Ibrahim Sulemana,GHA,MF,22,2003,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Isak Hien,SWE,DF,26,1999,28,1970,70,57.6,21.9,20,87,18,8,30,4,1.57,28,24,4,0.18,-0.5,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Kamaldeen Sulemana,GHA,MF,23,2002,25,1011,40,29.6,11.2,9,70,1,16,24,9,1.52,17,12,5,0.45,0.07,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Lazar Samardzic,SRB,MF,23,2002,26,1030,40,30.1,11.4,11,69,3,15,18,12,1.5,16,14,2,0.17,-0.31,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Lorenzo Bernasconi,ITA,MF,21,2003,23,1572,68,46.0,17.5,17,83,13,6,26,10,1.91,22,9,13,0.74,0.65,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Marco Brescianini,ITA,MF,25,2000,9,182,20,5.3,2.0,0,,0,9,20,10,1.56,5,1,4,1.98,1.67,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,ITA,GK,25,2000,37,3330,90,97.4,37.0,37,90,37,0,,1,1.57,50,35,15,0.41,0.41,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Marco Sportiello,ITA,GK,33,1992,1,90,90,2.6,1.0,1,90,1,0,,37,1.0,1,1,0,0.0,-0.41,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Mario Pašalić,CRO,MF,30,1995,33,1936,59,56.6,21.5,21,80,13,12,21,4,1.39,26,28,-2,-0.09,-1.12,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Marten de Roon,NED,MF,34,1991,34,2691,79,78.7,29.9,32,82,18,2,35,1,1.62,42,27,15,0.5,0.5,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Mitchel Bakker,NED,"DF,MF",25,2000,1,9,9,0.3,0.1,0,,0,1,9,14,0.0,0,0,0,0.0,-0.4,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Nicola Zalewski,POL,MF,23,2002,33,1897,57,55.5,21.1,24,69,5,9,28,3,1.64,29,13,16,0.76,0.82,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Nikola Krstović,MNE,FW,25,2000,33,1791,54,52.4,19.9,18,77,8,15,27,5,1.64,32,16,16,0.8,0.86,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Odilon Kossounou,CIV,DF,24,2001,19,988,52,28.9,11.0,10,76,5,9,26,10,1.58,16,11,5,0.46,0.09,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Pietro Comi,ITA,DF,20,2005,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Piotr Pardel,POL,GK,20,2005,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Raoul Bellanova,ITA,MF,25,2000,24,1377,57,40.3,15.3,15,75,9,9,29,4,1.38,19,26,-7,-0.46,-1.43,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Relja Obrić,SVN,DF,19,2006,0,,,,,0,,0,0,,14,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Sead Kolašinac,BIH,DF,32,1993,19,1212,64,35.4,13.5,15,73,4,4,30,8,1.74,23,16,7,0.52,0.19,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Sergej Levak,CRO,MF,19,2006,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Yunus Musah,USA,MF,22,2002,19,574,30,16.8,6.4,4,70,2,15,20,17,1.79,5,9,-4,-0.63,-1.23,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Atalanta,Éderson Silva,BRA,MF,26,1999,30,2230,74,65.2,24.8,26,81,16,4,28,3,1.53,30,18,12,0.48,0.26,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Babis Lykogiannis,GRE,DF,31,1993,10,627,63,18.3,7.0,7,81,4,3,19,23,0.7,5,8,-3,-0.43,-0.62,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Benjamín Domínguez,ARG,MF,21,2003,15,547,36,16.0,6.1,6,67,1,9,16,19,1.6,9,6,3,0.49,0.49,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Bodin Tomašević,MNE,DF,19,2006,0,,,,,0,,0,0,,3,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Ciro Immobile,ITA,FW,35,1990,6,193,32,5.6,2.1,2,51,0,4,23,4,0.83,2,3,-1,-0.47,-0.58,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Eivind Helland,NOR,DF,20,2005,6,484,81,14.2,5.4,6,81,2,0,,10,1.33,6,8,-2,-0.37,-0.53,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Emil Holm,SWE,DF,25,2000,11,655,60,19.2,7.3,8,78,2,3,11,5,1.36,14,9,5,0.69,0.75,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Federico Bernardeschi,ITA,"MF,FW",31,1994,29,1217,42,35.6,13.5,12,72,0,17,21,2,1.66,17,10,7,0.52,0.68,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Federico Ravaglia,ITA,GK,25,1999,17,1470,86,43.0,16.3,16,90,16,1,30,20,0.88,16,29,-13,-0.8,-1.53,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Francesco Castaldo,ITA,FW,18,2007,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Giovanni Fabbian,ITA,MF,22,2003,14,705,50,20.6,7.8,8,72,1,6,21,7,1.43,10,7,3,0.38,0.38,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Ibrahim Sulemana,GHA,MF,22,2003,3,45,15,1.3,0.5,0,,0,3,15,12,1.33,1,1,0,0.0,-0.08,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Jens Odgaard,DEN,MF,26,1999,26,1378,53,40.3,15.3,16,74,4,10,19,9,1.5,22,21,1,0.07,-0.02,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Jesper Karlsson,SWE,"FW,MF",27,1998,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27,1998,29,2287,79,66.9,25.4,26,85,23,3,22,4,1.48,33,28,5,0.2,0.36,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,"MF,FW",22,2003,28,1605,57,46.9,17.8,17,76,3,11,29,8,1.32,21,20,1,0.06,-0.04,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,João Mário Lopes,POR,"DF,MF",25,2000,10,735,74,21.5,8.2,10,74,3,0,,5,2.1,10,7,3,0.37,0.37,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Juan Miranda,ESP,DF,25,2000,32,2573,80,75.2,28.6,29,87,25,3,20,2,1.63,42,36,6,0.21,0.53,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Lewis Ferguson,SCO,MF,25,1999,27,1601,59,46.8,17.8,17,85,13,10,16,9,1.15,21,28,-7,-0.39,-0.89,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Lorenzo De Silvestri,ITA,DF,37,1988,12,491,41,14.4,5.5,6,61,0,6,21,23,1.58,8,4,4,0.73,0.76,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Martin Vitík,CZE,DF,22,2003,19,1325,70,38.7,14.7,14,81,11,5,37,13,1.58,17,18,-1,-0.07,-0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Massimo Pessina,ITA,GK,17,2007,4,353,88,10.3,3.9,3,90,3,1,83,33,2.5,7,2,5,1.27,1.33,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Matteo Franceschelli,ITA,GK,16,2008,0,,,,,0,,0,0,,13,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Nadir Zortea,ITA,DF,26,1999,32,1819,57,53.2,20.2,16,87,11,16,27,6,1.31,20,27,-7,-0.35,-0.91,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Nicolò Cambiaghi,ITA,"MF,FW",24,2000,28,1518,54,44.4,16.9,17,74,5,11,24,3,1.36,20,19,1,0.06,-0.04,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Nicolò Casale,ITA,DF,27,1998,12,678,57,19.8,7.5,8,72,5,4,25,15,1.25,10,13,-3,-0.4,-0.6,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Nikola Moro,CRO,MF,27,1998,30,1799,60,52.6,20.0,19,80,10,11,26,8,1.7,27,17,10,0.5,0.89,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Petar Markovic,AUT,DF,19,2006,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Remo Freuler,SUI,MF,33,1992,29,2213,76,64.7,24.6,26,83,18,3,21,3,1.62,33,29,4,0.16,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Riccardo Gnudi,ITA,GK,17,2008,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Riccardo Orsolini,ITA,"MF,FW",28,1997,35,2111,60,61.7,23.5,26,74,8,9,22,2,1.54,32,31,1,0.04,-0.09,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Santiago Castro,ARG,FW,20,2004,35,2359,67,69.0,26.2,26,80,11,9,31,3,1.43,34,34,0,0.0,-0.25,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Simon Sohm,SUI,MF,24,2001,12,717,60,21.0,8.0,9,74,2,3,18,5,1.83,8,7,1,0.13,0.06,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Stefan Posch,AUT,DF,28,1997,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Thijs Dallinga,NED,FW,24,2000,23,811,35,23.7,9.0,9,65,1,14,16,10,1.43,14,10,4,0.44,0.48,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Tommaso Corazza,ITA,MF,21,2004,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Tommaso Pobega,ITA,MF,26,1999,26,1434,55,41.9,15.9,17,75,7,9,18,8,1.69,23,21,2,0.13,0.08,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Torbjørn Heggem,NOR,DF,26,1999,27,2113,78,61.8,23.5,23,88,20,4,22,6,1.3,31,31,0,0.0,-0.21,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Ukko Happonen,FIN,GK,18,2007,0,,,,,0,,0,0,,3,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Bologna,Łukasz Skorupski,POL,GK,34,1991,19,1592,84,46.5,17.7,19,84,17,0,,4,1.79,26,15,11,0.62,1.02,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Adam Obert,SVK,"DF,MF",22,2002,35,2771,79,81.0,30.8,33,83,19,2,21,1,1.2,28,40,-12,-0.39,-0.25,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Agustín Albarracín,URU,FW,19,2005,2,33,17,1.0,0.4,0,,0,2,17,14,0.0,0,1,-1,-2.73,-2.41,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Alberto Dossena,ITA,DF,26,1998,12,859,72,25.1,9.5,9,90,9,3,16,4,1.25,5,12,-7,-0.73,-0.52,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Alen Sherri,ALB,GK,27,1997,0,,,,,0,,0,0,,20,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Alessandro Deiola,ITA,"MF,DF",29,1995,20,1430,72,41.8,15.9,17,79,9,3,30,5,1.45,23,21,2,0.13,0.8,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",26,1999,3,54,18,1.6,0.6,0,,0,3,18,16,1.33,0,2,-2,-3.33,-3.04,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Alessandro Sabino Russo,ITA,MF,19,2006,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Alessandro Vinciguerra,ITA,FW,19,2005,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Andrea Belotti,ITA,FW,31,1993,8,221,28,6.5,2.5,3,63,0,5,7,3,1.88,3,4,-1,-0.41,-0.07,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Andrea Cogoni,ITA,DF,19,2006,0,,,,,0,,0,0,,3,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Boris Radunović,SRB,GK,29,1996,0,,,,,0,,0,0,,9,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Elia Caprile,ITA,GK,23,2001,38,3420,90,100.0,38.0,38,90,38,0,,0,1.13,40,53,-13,-0.34,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Gabriele Zappa,ITA,"DF,MF",25,1999,31,1597,52,46.7,17.7,18,77,10,13,16,4,1.03,19,27,-8,-0.45,-0.2,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Gennaro Borrelli,ITA,FW,25,2000,27,1275,47,37.3,14.2,13,73,3,14,23,2,1.26,17,25,-8,-0.56,-0.35,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25,2000,33,1912,58,55.9,21.2,21,77,10,12,24,0,1.21,27,30,-3,-0.14,0.46,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Giuseppe Ciocci,ITA,GK,23,2002,0,,,,,0,,0,0,,36,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Ibrahim Sulemana,GHA,MF,22,2003,16,860,54,25.1,9.6,7,87,5,9,28,1,1.13,5,15,-10,-1.05,-0.94,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Ivan Sulev,BUL,MF,18,2006,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Joseph Liteta,ZAM,MF,19,2006,4,264,66,7.7,2.9,4,66,1,0,,21,0.5,3,6,-3,-1.02,-0.74,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Juan Rodríguez,URU,DF,20,2005,17,1310,77,38.3,14.6,16,81,9,1,9,16,1.06,14,23,-9,-0.62,-0.45,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Leonardo Pavoletti,ITA,FW,36,1988,13,227,17,6.6,2.5,1,56,0,12,14,14,0.54,4,4,0,0.0,0.37,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Luca Mazzitelli,ITA,MF,29,1995,18,767,43,22.4,8.5,9,65,1,9,20,10,1.33,12,9,3,0.35,0.89,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Marco Palestra,ITA,"MF,DF",20,2005,37,3081,83,90.1,34.2,34,88,27,3,33,0,1.14,31,46,-15,-0.44,-0.97,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Marko Rog,CRO,MF,30,1995,0,,,,,0,,0,0,,12,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Matteo Prati,ITA,MF,21,2003,20,1268,63,37.1,14.1,15,74,5,5,30,2,1.05,13,20,-7,-0.5,-0.25,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Mattia Felici,ITA,MF,24,2001,12,412,34,12.0,4.6,4,58,0,8,22,2,1.08,7,7,0,0.0,0.39,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Michael Folorunsho,ITA,"MF,FW",27,1998,27,1999,74,58.5,22.2,24,81,11,3,21,0,0.96,20,30,-10,-0.45,-0.26,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Michel Ndary Adopo,FRA,MF,25,2000,38,3050,80,89.2,33.9,33,85,22,5,49,0,1.13,35,46,-11,-0.32,0.16,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Nicola Grandu,ITA,FW,19,2006,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Nicola Pintus,ITA,DF,20,2005,0,,,,,0,,0,0,,11,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Nicolò Cavuoti,ITA,MF,22,2003,4,44,11,1.3,0.5,0,,0,4,11,17,1.25,0,1,-1,-2.05,-1.73,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Othniel Raterink,NED,DF,19,2006,1,7,7,0.2,0.1,0,,0,1,7,12,0.0,0,0,0,0.0,0.34,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Paul Mendy,SEN,FW,18,2007,9,335,37,9.8,3.7,3,72,1,6,20,6,1.44,5,6,-1,-0.27,0.08,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Riyad Idrissi,ITA,"MF,DF",20,2005,23,783,34,22.9,8.7,4,90,4,19,22,5,0.96,14,15,-1,-0.11,0.29,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Roberto Malfitano,ITA,MF,18,2007,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Sebastiano Esposito,ITA,"FW,MF",23,2002,36,2675,74,78.2,29.7,34,77,7,2,34,1,1.17,30,37,-7,-0.24,0.49,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Sebastiano Luperto,ITA,DF,28,1996,19,1706,90,49.9,19.0,19,90,18,0,,4,1.32,22,24,-2,-0.11,0.47,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Semih Kılıçsoy,TUR,FW,19,2005,22,975,44,28.5,10.8,11,72,1,11,16,15,1.05,10,15,-5,-0.46,-0.17,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Velizar-Ilia Svetozarov Iliev,BUL,GK,20,2005,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Vincenzo Sarno,ITA,GK,17,2008,0,,,,,0,,0,0,,10,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Yael Trepy,,FW,,,8,91,11,2.7,1.0,0,,0,8,11,13,0.25,2,1,1,0.99,1.37,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Yerry Mina,COL,DF,30,1994,26,2150,83,62.9,23.9,26,83,21,0,,3,1.35,26,29,-3,-0.13,0.58,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Zito Luvumbo,ANG,"MF,FW",23,2002,12,329,27,9.6,3.7,2,58,0,10,21,6,0.5,4,8,-4,-1.09,-0.83,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cagliari,Zé Pedro Figueiredo,POR,DF,28,1997,23,1699,74,49.7,18.9,20,82,11,3,19,4,1.13,21,26,-5,-0.26,0.15,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Adrian Lahdo,SWE,MF,17,2007,0,,,,,0,,0,0,,12,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Alberto Cerri,ITA,FW,29,1996,0,,,,,0,,0,0,,19,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Alberto Dossena,ITA,DF,26,1998,0,,,,,0,,0,0,,6,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Alberto Moreno,ESP,DF,33,1992,19,1233,65,36.1,13.7,13,84,7,6,24,19,2.05,27,9,18,1.31,0.57,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
