league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_scraped_at
GER-Bundesliga,2526,Bayern Munich,Jonas Urbig,GER,GK,21,2003,14,1111,79,36.3,12.3,11,90,11,3,40,17,2.64,40,15,25,2.03,-0.79,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Jonathan Tah,GER,DF,29,1996,28,2018,72,65.9,22.4,23,85,18,5,14,5,2.61,79,23,56,2.5,-0.09,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Joshua Kimmich,GER,MF,30,1995,29,2280,79,74.5,25.3,24,88,19,5,36,1,2.55,89,25,64,2.53,-0.01,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Josip Stanišić,CRO,DF,25,2000,26,1857,71,60.7,20.6,19,86,15,7,32,1,2.62,78,23,55,2.67,0.35,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Kim Min-jae,KOR,DF,28,1996,25,1602,64,52.4,17.8,19,82,11,6,8,5,2.56,57,21,36,2.02,-1.06,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Konrad Laimer,AUT,DF,28,1997,29,1994,69,65.2,22.2,22,80,12,7,34,0,2.72,86,20,66,2.98,1.29,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Lennart Karl,GER,MF,17,2008,26,1281,49,41.9,14.2,16,67,4,10,21,4,2.58,50,14,36,2.53,0.0,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Leon Goretzka,GER,MF,30,1995,31,1947,63,63.6,21.6,25,74,10,6,18,3,2.65,72,20,52,2.4,-0.35,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Leon Klanac,GER,GK,18,2007,0,,,,,0,,0,0,,1,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Leonard Prescott,GER,GK,15,2009,0,,,,,0,,0,0,,2,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Luis Díaz,COL,MF,28,1997,32,2447,76,80.0,27.2,27,84,19,5,37,0,2.66,98,29,69,2.54,0.04,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Manuel Neuer,GER,GK,39,1986,22,1859,85,60.8,20.7,22,85,19,0,,7,2.73,81,20,61,2.95,1.08,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Maycon Cardozo,BRA,MF,16,2008,2,34,17,1.1,0.4,0,,0,2,17,2,3.0,1,1,0,0.0,-2.56,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Michael Olise,FRA,MF,23,2001,32,2316,72,75.7,25.7,23,86,14,9,38,1,2.59,94,25,69,2.68,0.62,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Nicolas Jackson,SEN,FW,24,2001,23,1007,44,32.9,11.2,12,71,5,11,15,3,2.52,37,11,26,2.32,-0.31,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Raphaël Guerreiro,POR,MF,31,1993,18,784,44,25.6,8.7,8,69,1,10,24,11,3.0,31,7,24,2.76,0.3,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Sacha Boey,FRA,DF,24,2000,9,463,51,15.1,5.1,5,78,1,4,18,4,3.0,14,3,11,2.14,-0.46,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Serge Gnabry,GER,MF,30,1995,21,1219,58,39.8,13.5,16,68,1,5,26,4,2.71,48,14,34,2.51,-0.03,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Sven Ulreich,GER,GK,36,1988,1,90,90,2.9,1.0,1,90,1,0,,11,1.0,1,1,0,0.0,-2.61,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Tom Bischof,GER,"DF,MF",20,2005,26,1302,50,42.5,14.5,14,83,10,12,11,3,2.65,53,13,40,2.76,0.41,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Bayern Munich,Wisdom Mike,GER,FW,16,2008,4,30,8,1.0,0.3,0,,0,4,8,9,3.0,4,0,4,12.0,9.56,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Aaron Anselmino,ARG,DF,20,2005,6,368,61,12.0,4.1,4,86,3,2,12,2,2.67,8,2,6,1.47,0.46,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Alexander Meyer,GER,GK,34,1991,0,,,,,0,,0,0,,34,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Almugera Kabar,GER,DF,19,2006,1,16,16,0.5,0.2,0,,0,1,16,3,0.0,0,0,0,0.0,-1.06,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Carney Chukwuemeka,AUT,"MF,FW",21,2003,28,919,33,30.0,10.2,8,73,1,20,17,3,2.32,21,7,14,1.37,0.45,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Cole Campbell,USA,FW,19,2006,1,17,17,0.6,0.2,0,,0,1,17,4,3.0,0,0,0,0.0,-1.06,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Daniel Svensson,SWE,MF,23,2002,33,2454,74,80.2,27.3,27,86,22,6,22,1,2.12,54,28,26,0.95,-0.53,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Elias Benkara,ALG,DF,18,2007,0,,,,,0,,0,0,,1,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Emre Can,GER,DF,31,1994,9,621,69,20.3,6.9,7,80,4,2,30,3,1.78,16,8,8,1.16,0.13,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Felix Nmecha,GER,MF,24,2000,29,2176,75,71.1,24.2,25,83,8,4,23,0,2.31,51,28,23,0.95,-0.37,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Filippo Mane,ITA,DF,20,2005,4,131,33,4.3,1.5,2,65,0,2,1,8,2.5,4,2,2,1.37,0.33,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Fábio Silva,POR,"FW,MF",23,2002,28,817,29,26.7,9.1,7,68,0,21,16,2,2.11,24,10,14,1.54,0.66,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Gregor Kobel,SUI,GK,27,1997,34,3060,90,100.0,34.0,34,90,34,0,,0,2.15,70,34,36,1.06,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Jobe Bellingham,ENG,MF,19,2005,32,1786,56,58.4,19.8,20,80,11,12,15,0,2.16,44,20,24,1.21,0.36,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Julian Brandt,GER,"MF,FW",29,1996,29,1606,55,52.5,17.8,17,83,5,12,17,3,2.14,42,18,24,1.34,0.6,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Julian Ryerson,NOR,MF,27,1997,31,2266,73,74.1,25.2,26,84,15,5,17,2,2.23,48,21,27,1.07,0.05,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Julien Duranville,BEL,FW,19,2006,0,,,,,0,,0,0,,2,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Karim Adeyemi,GER,"MF,FW",23,2002,28,1195,43,39.1,13.3,15,69,0,13,12,1,2.29,27,14,13,0.98,-0.13,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Luca Reggiani,ITA,DF,17,2008,8,511,64,16.7,5.7,6,78,3,2,23,5,2.38,9,7,2,0.35,-0.85,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Marcel Sabitzer,AUT,MF,31,1994,26,1817,70,59.4,20.2,21,83,11,5,16,3,2.04,39,22,17,0.84,-0.53,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Mathis Albert,USA,FW,16,2009,1,2,2,0.1,0.0,0,,0,1,2,4,3.0,0,0,0,0.0,-1.06,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Maximilian Beier,GER,"MF,FW",22,2002,32,2026,63,66.2,22.5,24,77,4,8,23,1,2.16,48,18,30,1.33,0.81,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Mussa Kaba,GER,MF,16,2008,0,,,,,0,,0,0,,1,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Nico Schlotterbeck,GER,DF,25,1999,28,2520,90,82.4,28.0,28,90,28,0,,0,2.11,55,29,26,0.93,-0.74,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Niklas Süle,GER,DF,29,1995,11,486,44,15.9,5.4,7,61,1,4,15,9,2.09,12,7,5,0.93,-0.16,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Pascal Groß,GER,MF,34,1991,11,613,56,20.0,6.8,7,78,1,4,16,4,2.0,9,5,4,0.59,-0.59,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Patrick Drewes,GER,GK,32,1993,0,,,,,0,,0,0,,2,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Ramy Bensebaini,ALG,DF,30,1995,21,1530,73,50.0,17.0,15,89,14,6,32,4,2.05,35,13,22,1.29,0.47,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Salih Özcan,TUR,MF,27,1998,11,81,7,2.6,0.9,0,,0,11,7,18,2.27,1,3,-2,-2.22,-3.37,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Samuele Inácio,ITA,MF,17,2008,7,384,55,12.5,4.3,4,80,2,3,21,6,1.29,9,5,4,0.94,-0.14,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Serhou Guirassy,GUI,FW,29,1996,33,2337,71,76.4,26.0,27,81,9,6,24,1,2.12,52,22,30,1.16,0.41,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Waldemar Anton,GER,DF,29,1996,32,2880,90,94.1,32.0,32,90,32,0,,0,2.16,67,33,34,1.06,0.06,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Yan Couto,BRA,MF,23,2002,19,997,52,32.6,11.1,11,80,5,8,14,13,2.26,25,14,11,0.99,-0.1,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Dortmund,Yannik Lührs,GER,DF,21,2003,0,,,,,0,,0,0,,1,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Alexander Staff,GER,DF,17,2008,0,,,,,0,,0,0,,2,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Amil Siljević,GER,GK,18,2007,0,,,,,0,,0,0,,1,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Ansgar Knauff,GER,"MF,FW",23,2002,28,1326,47,43.3,14.7,12,75,1,16,27,0,1.29,29,26,3,0.2,0.57,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Arnaud Kalimuendo,FRA,"FW,MF",23,2002,19,1417,75,46.3,15.7,17,80,10,2,30,0,1.0,24,31,-7,-0.44,-0.61,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Arthur Theate,BEL,DF,25,2000,24,2141,89,70.0,23.8,24,89,21,0,,4,1.29,46,52,-6,-0.25,-0.45,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Aurèle Amenda,SUI,DF,22,2003,24,1678,70,54.8,18.6,18,90,17,6,11,7,1.17,28,34,-6,-0.32,-0.45,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Aurélio Buta,POR,DF,28,1997,4,144,36,4.7,1.6,1,90,1,3,18,8,1.75,0,8,-8,-5.0,-5.12,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Ayoube Amaimouni,MAR,"MF,FW",20,2004,17,586,34,19.2,6.5,6,67,0,11,17,2,1.0,14,11,3,0.46,0.72,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Can Uzun,TUR,MF,19,2005,21,1156,55,37.8,12.8,15,68,2,6,23,2,1.19,28,27,1,0.08,0.31,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Elias Baum,GER,DF,19,2005,5,75,15,2.5,0.8,0,,0,5,15,9,0.8,1,1,0,0.0,0.12,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Ellyes Skhiri,TUN,"MF,DF",30,1995,25,1444,58,47.2,16.0,16,81,9,9,17,5,1.36,24,36,-12,-0.75,-1.19,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Elye Wahi,CIV,FW,22,2003,10,324,32,10.6,3.6,3,75,0,7,14,2,1.9,7,13,-6,-1.67,-1.73,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Fares Chaïbi,ALG,MF,22,2002,28,1792,64,58.6,19.9,21,77,8,7,26,2,1.36,40,38,2,0.1,0.53,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Fousseny Doumbia,GER,DF,20,2005,0,,,,,0,,0,0,,7,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
