league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,_league_id,_season,_stat_type,_scraped_at
ESP-La Liga,2324,Alavés,Giuliano Simeone,ARG,MF,20,2002,14,6,630,7.0,1,2,3,1,0,1,1,0,0.14,0.29,0.43,0.14,0.43,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Ianis Hagi,ROU,MF,24,1998,22,8,804,8.9,0,2,2,0,0,1,3,0,0.0,0.22,0.22,0.0,0.22,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Javi López,ESP,DF,21,2002,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Jesús Owono,EQG,GK,22,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Joaquín Panichelli,ARG,"MF,FW",20,2002,8,2,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Jon Guridi,ESP,MF,28,1995,36,34,2678,29.8,3,4,7,3,0,0,2,0,0.1,0.13,0.24,0.1,0.24,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Jon Karrikaburu,ESP,FW,20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Kiké,ESP,FW,33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,0.19,0.13,0.32,0.19,0.32,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Luis Rioja,ESP,MF,29,1993,37,31,2498,27.8,5,4,9,2,3,4,4,0,0.18,0.14,0.32,0.07,0.22,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Mamadou Sylla,SEN,FW,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Miguel,ESP,FW,23,1999,3,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Nahuel Tenaglia,ARG,DF,27,1996,25,11,1141,12.7,1,0,1,1,0,0,5,0,0.08,0.0,0.08,0.08,0.08,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Rafa Marín,ESP,DF,21,2002,33,27,2443,27.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Rubén Duarte,ESP,DF,27,1995,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.1,0.05,0.14,0.1,0.14,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Samu Omorodion,ESP,FW,19,2004,34,21,1918,21.3,8,1,9,8,0,0,6,0,0.38,0.05,0.42,0.38,0.42,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Tomás Mendes,ESP,MF,18,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Unai Ropero,ESP,FW,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Victor Parada,ESP,DF,21,2002,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Alavés,Xeber,ESP,"MF,FW",26,1997,10,3,302,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Adri Embarba,ESP,"MF,FW",31,1992,36,29,2476,27.5,3,2,5,2,1,1,5,0,0.11,0.07,0.18,0.07,0.15,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,21,9,976,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Aleksandar Radovanović,SRB,DF,29,1993,9,8,569,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Anthony Lozano,HON,FW,30,1993,13,10,772,8.6,3,0,3,3,0,0,1,0,0.35,0.0,0.35,0.35,0.35,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Arnau Puigmal,ESP,"MF,DF",22,2001,11,3,255,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Bruno Langa,MOZ,DF,25,1997,11,9,820,9.1,1,0,1,1,0,0,1,1,0.11,0.0,0.11,0.11,0.11,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Chumi,ESP,DF,24,1999,31,26,2434,27.0,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,César Montes,MEX,DF,26,1997,21,21,1788,19.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Diego Mariño,ESP,GK,33,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Dion Lopy,SEN,MF,21,2002,30,23,1916,21.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Fernando,ESP,GK,33,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Gonzalo Melero,ESP,"MF,FW",29,1994,28,10,1103,12.3,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Houboulang Mendes,GNB,DF,25,1998,7,4,396,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Ibrahima Koné,MLI,FW,24,1999,9,2,277,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Iddrisu Baba,GHA,MF,27,1996,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Jonathan Viera,ESP,MF,33,1989,12,12,912,10.1,0,3,3,0,0,0,3,1,0.0,0.3,0.3,0.0,0.3,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Kaiky,BRA,DF,19,2004,8,5,523,5.8,1,0,1,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Largie Ramazani,BEL,"MF,FW",22,2001,29,16,1555,17.3,3,5,8,3,0,0,11,2,0.17,0.29,0.46,0.17,0.46,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Lucas Robertone,ARG,MF,26,1997,33,29,2381,26.5,0,5,5,0,0,0,11,0,0.0,0.19,0.19,0.0,0.19,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Luis Suárez,COL,"FW,MF",25,1997,15,10,917,10.2,6,0,6,5,1,1,3,0,0.59,0.0,0.59,0.49,0.49,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Luka Romero,ARG,MF,18,2004,13,5,438,4.9,3,0,3,3,0,0,2,0,0.62,0.0,0.62,0.62,0.62,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Luís Maximiano,POR,GK,24,1999,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Lázaro,BRA,MF,21,2002,14,2,285,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Léo Baptistão,BRA,"FW,MF",30,1992,32,22,1837,20.4,6,0,6,6,0,0,6,1,0.29,0.0,0.29,0.29,0.29,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Marc Pubill,ESP,DF,20,2003,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Marciano Tchami,GNB,FW,19,2004,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Marcos Peña,ESP,MF,18,2005,7,4,441,4.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Marko Milovanović,SRB,FW,19,2003,11,2,308,3.4,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Paco Sanz,ESP,DF,18,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Rachad Fettal,MAR,FW,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Sergio Akieme,ESP,"DF,MF",25,1997,19,19,1675,18.6,2,0,2,2,0,0,2,0,0.11,0.0,0.11,0.11,0.11,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Sergio Arribas,ESP,"MF,FW",21,2001,34,22,2047,22.7,9,4,13,9,0,0,1,0,0.4,0.18,0.57,0.4,0.57,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Srđan Babić,SRB,DF,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Álex Centelles,ESP,DF,25,1997,14,11,980,10.9,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Almería,Édgar González,ESP,"DF,MF",26,1997,31,30,2522,28.0,2,0,2,2,0,0,7,1,0.07,0.0,0.07,0.07,0.07,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Adu Ares,ESP,MF,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Aingeru Olabarrieta,ESP,FW,17,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Aitor Paredes,ESP,DF,23,2000,34,31,2704,30.0,1,0,1,1,0,0,9,1,0.03,0.0,0.03,0.03,0.03,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Ander Herrera,ESP,MF,33,1989,23,10,1030,11.4,0,3,3,0,0,0,4,0,0.0,0.26,0.26,0.0,0.26,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Asier Villalibre,ESP,FW,25,1997,18,4,513,5.7,2,1,3,2,0,0,0,0,0.35,0.18,0.53,0.35,0.53,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Beñat Prados,ESP,MF,22,2001,26,16,1449,16.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Dani García,ESP,MF,33,1990,17,7,745,8.3,1,0,1,1,0,0,4,0,0.12,0.0,0.12,0.12,0.12,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Daniel Vivian,ESP,DF,24,1999,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Gorka Guruzeta,ESP,FW,26,1996,32,30,2217,24.6,14,5,19,14,0,1,2,0,0.57,0.2,0.77,0.57,0.77,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Iker Muniain,ESP,MF,30,1992,20,5,594,6.6,2,0,2,2,0,0,1,0,0.3,0.0,0.3,0.3,0.3,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Imanol,ESP,DF,23,2000,9,5,525,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Iñaki Williams,GHA,MF,29,1994,34,32,2844,31.6,12,3,15,12,0,0,4,0,0.38,0.09,0.47,0.38,0.47,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Iñigo Lekue,ESP,DF,30,1993,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,29,1993,29,25,2091,23.2,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Julen Agirrezabala,ESP,GK,22,2000,4,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Mikel Jauregizar,ESP,MF,19,2003,7,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Mikel Vesga,ESP,MF,30,1993,27,18,1534,17.0,3,1,4,1,2,2,2,0,0.18,0.06,0.23,0.06,0.12,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Nico Williams,ESP,MF,21,2002,31,29,2263,25.1,5,11,16,5,0,0,6,1,0.2,0.44,0.64,0.2,0.64,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Oihan Sancet,ESP,MF,23,2000,30,25,1975,21.9,4,5,9,4,0,1,5,2,0.18,0.23,0.41,0.18,0.41,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Peru Nolaskoain,ESP,"DF,MF",24,1998,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Raúl García,ESP,FW,37,1986,20,1,420,4.7,1,0,1,1,0,0,3,0,0.21,0.0,0.21,0.21,0.21,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Unai Gómez,ESP,MF,20,2003,25,9,875,9.7,2,0,2,2,0,0,1,0,0.21,0.0,0.21,0.21,0.21,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Unai Simón,ESP,GK,26,1997,36,36,3182,35.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Yeray Álvarez,ESP,DF,28,1995,19,14,1152,12.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Yuri Berchiche,ESP,DF,33,1990,27,22,1930,21.4,3,1,4,3,0,0,5,0,0.14,0.05,0.19,0.14,0.19,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Álex Berenguer,ESP,MF,28,1995,35,15,1592,17.7,7,3,10,6,1,1,4,0,0.4,0.17,0.57,0.34,0.51,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Athletic Club,Óscar de Marcos,ESP,DF,34,1989,28,26,2258,25.1,1,5,6,1,0,0,5,0,0.04,0.2,0.24,0.04,0.24,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Abdellah Raihani,MAR,FW,19,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32,1991,33,31,2644,29.4,16,6,22,12,4,4,5,0,0.54,0.2,0.75,0.41,0.61,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Arthur Vermeeren,BEL,MF,18,2005,5,2,162,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Axel Witsel,BEL,DF,34,1989,35,30,2783,30.9,2,0,2,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,César Azpilicueta,ESP,"DF,MF",33,1989,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Gabriel Paulista,BRA,DF,32,1990,5,5,405,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Jan Oblak,SVN,GK,30,1993,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Javi Galán,ESP,"DF,MF",28,1994,5,0,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,José María Giménez,URU,DF,28,1995,22,14,1326,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Koke,ESP,MF,31,1992,35,32,2493,27.7,0,4,4,0,0,0,5,0,0.0,0.14,0.14,0.0,0.14,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",28,1995,37,29,2565,28.5,6,4,10,6,0,0,5,0,0.21,0.14,0.35,0.21,0.35,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Mario Hermoso,ESP,DF,28,1995,31,29,2557,28.4,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Memphis,NED,FW,29,1994,23,9,893,9.9,5,1,6,5,0,0,2,0,0.5,0.1,0.6,0.5,0.6,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Nahuel Molina,ARG,"MF,DF",25,1998,30,19,1852,20.6,2,3,5,2,0,0,4,1,0.1,0.15,0.24,0.1,0.24,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Pablo Barrios,ESP,MF,20,2003,24,17,1555,17.3,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Reinildo Mandava,MOZ,DF,29,1994,16,7,731,8.1,2,1,3,2,0,0,2,0,0.25,0.12,0.37,0.25,0.37,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Rodrigo De Paul,ARG,MF,29,1994,34,25,2075,23.1,3,5,8,3,0,0,7,0,0.13,0.22,0.35,0.13,0.35,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Rodrigo Riquelme,ESP,"MF,DF",23,2000,34,17,1528,17.0,3,5,8,3,0,0,1,0,0.18,0.29,0.47,0.18,0.47,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Salim El Jebari,MAR,MF,19,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Samuel Lino,BRA,"MF,DF",23,1999,34,25,2080,23.1,4,5,9,4,0,0,1,0,0.17,0.22,0.39,0.17,0.39,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Saúl Ñíguez,ESP,MF,28,1994,34,14,1374,15.3,1,4,5,1,0,0,10,1,0.07,0.26,0.33,0.07,0.33,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Stefan Savić,MNE,DF,32,1991,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Thomas Lemar,FRA,MF,27,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Yannick Carrasco,BEL,"DF,MF",29,1993,3,3,221,2.5,0,1,1,0,0,0,0,0,0.0,0.41,0.41,0.0,0.41,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
ESP-La Liga,2324,Atlético Madrid,Álvaro Morata,ESP,FW,30,1992,32,21,1904,21.2,15,3,18,15,0,1,4,1,0.71,0.14,0.85,0.71,0.85,ESP,2023-2024,standard,2026-08-06T22:51:04.614551
