league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,_league_id,_season,_stat_type,_source,_scraped_at
GER-Bundesliga,2324,RB Leipzig,Janis Blaswich,GER,GK,32,1991,21,21,1890,21.0,30,1.43,77,47,61.0,10,4,7,5,23.8,4,4,0,0,0.0,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,RB Leipzig,Péter Gulácsi,HUN,GK,33,1990,13,13,1170,13.0,9,0.69,42,33,78.6,9,4,0,5,38.5,1,0,0,1,,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Stuttgart,Alexander Nübel,GER,GK,26,1996,30,30,2700,30.0,36,1.2,108,74,66.7,20,3,7,9,30.0,3,3,0,0,0.0,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Stuttgart,Fabian Bredlow,GER,GK,28,1995,4,4,360,4.0,3,0.75,22,19,86.4,3,1,0,1,25.0,0,0,0,0,,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Union Berlin,Alexander Schwolow,GER,GK,31,1992,1,1,90,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Union Berlin,Frederik Rønnow,DEN,GK,30,1992,33,33,2970,33.0,56,1.7,162,106,65.4,9,6,18,7,21.2,7,5,2,0,28.6,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Werder Bremen,Jiří Pavlenka,CZE,GK,31,1992,7,7,630,7.0,17,2.43,39,22,56.4,2,0,5,1,14.3,2,2,0,0,0.0,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Werder Bremen,Michael Zetterer,GER,GK,28,1995,27,27,2430,27.0,37,1.37,130,93,71.5,9,9,9,5,18.5,4,4,0,0,0.0,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Wolfsburg,Koen Casteels,BEL,GK,31,1992,25,25,2250,25.0,39,1.56,117,78,66.7,8,6,11,3,12.0,3,2,0,1,0.0,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
GER-Bundesliga,2324,Wolfsburg,Pavao Pervan,AUT,GK,35,1987,9,9,810,9.0,17,1.89,37,20,54.1,2,1,6,2,22.2,0,0,0,0,,GER,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:51:20
